iter	RMSE
177	0.7011689398
178	0.7005365394
179	0.6997391581
180	0.6989224497
181	0.6983825834
182	0.6978282065
183	0.6973871157
184	0.6955798657
185	0.693724808
186	0.6934163959
187	0.6928399993
188	0.6913951674
189	0.6905315307
190	0.6901959334
191	0.6895126392
192	0.6890181106
193	0.688308552
194	0.6874088566
195	0.6865920639
196	0.6859526424
197	0.6852371502
198	0.6844640308
199	0.6840982374
200	0.6836477901
201	0.6832907367
202	0.6826861731
203	0.681751084
204	0.6810349973
205	0.6801663416
206	0.6797272272
207	0.6794416318
208	0.6790877442
209	0.6783830179
210	0.677931827
211	0.6770960902
212	0.6755892894
213	0.6750793421
214	0.6746431212
215	0.6735725986
216	0.6733025103
217	0.6724762222
218	0.6709830022
219	0.670590506
220	0.6696749428
221	0.6689461851
222	0.6681958017
223	0.6670196369
224	0.664428553
225	0.6640151174
226	0.6630107581
227	0.6624158663
228	0.6616435451
229	0.6613489051
230	0.6610933564
231	0.6607235447
232	0.6603100505
233	0.6601259838
234	0.6596903037
235	0.6593356997
236	0.6588848252
237	0.6586828595
238	0.6582819863
239	0.6571902976
240	0.6561997713
241	0.6558042492
242	0.6549915387
243	0.6546853989
244	0.6543232074
245	0.6540708064
246	0.6532756134
247	0.6517890106
248	0.650296848
249	0.6499084224
250	0.6496601228
251	0.6489285367
252	0.648731161
253	0.6483604085
254	0.6481422287
255	0.647938892
256	0.6472714931
257	0.6468830178
258	0.6466673249
259	0.6463247922
260	0.6459978477
261	0.6458175385
262	0.6452692748
263	0.6450226385
264	0.6447687555
265	0.6443971631
266	0.6439439557
267	0.6434602466
268	0.6432638029
269	0.642891906
270	0.6415270995
271	0.6411148453
272	0.6407683867
273	0.6404671802
274	0.6398872143
275	0.6396941929
276	0.6393558849
277	0.6386913863
278	0.6381744906
279	0.6371286567
280	0.6365682399
281	0.6353436589
282	0.6346515877
283	0.6336140207
284	0.6332389369
285	0.6326952484
286	0.6325086135
287	0.6316716494
288	0.6311760845
289	0.6303824975
290	0.6294863804
291	0.6291931836
292	0.6287025299
293	0.6284902628
294	0.6283559061
295	0.6280918925
296	0.6275893625
297	0.6274298787
298	0.6272393066
299	0.627033104
300	0.626516014
301	0.6263542441
302	0.6258288165
303	0.6248134487
304	0.6246595712
305	0.624194567
306	0.6238246916
307	0.6236644375
308	0.623430234
309	0.6232599619
310	0.6230029175
311	0.6226582499
312	0.6219563436
313	0.621705418
314	0.6214734099
315	0.621192454
316	0.6208439544
317	0.6204670125
318	0.6202549098
319	0.6197030031
320	0.6193150539
321	0.6191496543
322	0.6188327547
323	0.6183814612
324	0.6181227297
325	0.6179259625
326	0.617550049
327	0.6173577018
328	0.6170763307
329	0.6166085122
330	0.6163842728
331	0.6161556768
332	0.6159807369
333	0.6154547708
334	0.6150795581
335	0.6149470639
336	0.6144218811
337	0.6140627342
338	0.6137794274
339	0.6129874992
340	0.6127926803
341	0.6125797066
342	0.612113152
343	0.6119319454
344	0.6117083169
345	0.6115039323
346	0.6110714738
347	0.6105891399
348	0.6103331201
349	0.6100792562
350	0.6097928994
351	0.609638538
352	0.6085967306
353	0.6082135914
354	0.60636305
355	0.6056447671
356	0.6053341133
357	0.6050171307
358	0.6045071817
359	0.6040290043
360	0.6039033248
361	0.6032823652
362	0.6031908823
363	0.6030459524
364	0.60290707
365	0.6023176043
366	0.6016903562
367	0.601469434
368	0.6013248293
369	0.6010692825
370	0.6008058323
371	0.6006974792
372	0.6003805234
373	0.6002525502
374	0.6001050005
375	0.5998894946
376	0.599651601
377	0.5991549821
378	0.5987609309
379	0.5985541446
380	0.5983485989
381	0.5982162783
382	0.5980454939
383	0.5975064548
384	0.5969123934
385	0.5963408054
386	0.5961386718
387	0.596002081
388	0.5957591466
389	0.5956316347
390	0.5941862439
391	0.5941105982
392	0.5939642229
393	0.5938259744
394	0.5934843747
395	0.5932771938
396	0.5928392067
397	0.5926124091
398	0.5923429817
399	0.5920559519
400	0.5916757818
401	0.5914943472
402	0.5909979952
403	0.5909124065
404	0.5907407511
405	0.5906556379
406	0.5904981286
407	0.5903421449
408	0.5901547127
409	0.5898812896
410	0.5897884359
411	0.5897029546
412	0.5893917102
413	0.589232433
414	0.5889201425
415	0.5887450513
416	0.5886433657
417	0.5885239866
418	0.5884562143
419	0.5881833039
420	0.5879022304
421	0.5878470871
422	0.587720136
423	0.5871826372
424	0.5869892667
425	0.5868620647
426	0.5866604867
427	0.586149706
428	0.5860463378
429	0.5854728152
430	0.5852827385
431	0.5850722306
432	0.5848837273
433	0.5847621045
434	0.5845924067
435	0.5844655077
436	0.5843621404
437	0.5842407873
438	0.5841383977
439	0.5838946015
440	0.5832334777
441	0.5829352809
442	0.5826609809
443	0.5822003823
444	0.5820060385
445	0.5819201861
446	0.5818084509
447	0.5814475225
448	0.5812383293
449	0.5811597384
450	0.5810469767
451	0.5809351133
452	0.5806948192
453	0.5799909596
454	0.5795433253
455	0.5794881974
456	0.5793264429
457	0.5791332736
458	0.5787482484
459	0.5786390023
460	0.5785040544
461	0.5782850522
462	0.5781263108
463	0.5779181605
464	0.5776383105
465	0.5773757471
466	0.5773068387
467	0.5770919356
468	0.5765829231
469	0.5764560238
470	0.5762385019
471	0.576160473
472	0.5760519278
473	0.5759452919
474	0.5758675142
475	0.5756240228
476	0.5753917426
477	0.5752841679
478	0.5751105487
479	0.5750460299
480	0.5748264559
481	0.5746491701
482	0.574309839
483	0.5741294592
484	0.5739629203
485	0.5735301529
486	0.5732532579
487	0.572842389
488	0.572346371
489	0.5719578233
490	0.571780378
491	0.5717286471
492	0.571585521
493	0.5714082664
494	0.5713197808
495	0.5711896133
496	0.5711278455
497	0.5710326525
498	0.5709347993
499	0.5701908201
500	0.5701276581
501	0.5700197822
502	0.5699571357
503	0.5698634594
504	0.5696357785
505	0.5694526198
506	0.5690845254
507	0.5688296996
508	0.5687049265
509	0.5685444131
510	0.5683610884
511	0.5682827927
512	0.5681622592
513	0.5679937185
514	0.5679409785
515	0.567257204
516	0.5669546779
517	0.5667500494
518	0.5666507898
519	0.5665727848
520	0.5663921035
521	0.5662510025
522	0.5661070735
523	0.5657226897
524	0.5655593108
525	0.5654832779
526	0.5653245495
527	0.5652140009
528	0.564907893
529	0.5647276771
530	0.564348213
531	0.5642133048
532	0.5640178207
533	0.563958688
534	0.563884081
535	0.5637793398
536	0.5636444578
537	0.5632139736
538	0.563100181
539	0.5630283292
540	0.5628725338
541	0.5628115726
542	0.5626520759
543	0.5624910958
544	0.5623060688
545	0.5618219205
546	0.5616619545
547	0.5614007866
548	0.5612623907
549	0.5611627449
550	0.5610988525
551	0.5609533021
552	0.5607426369
553	0.5605584625
554	0.5604174778
555	0.5603251752
556	0.560228635
557	0.5600457296
558	0.5599836105
559	0.5599194912
560	0.5597441197
561	0.5596736181
562	0.5595466743
563	0.5594722565
564	0.5592712222
565	0.5592127719
566	0.5591041454
567	0.5587986981
568	0.5586866392
569	0.5585746747
570	0.5584939459
571	0.5584290215
572	0.558376204
573	0.5582863719
574	0.5580549892
575	0.5580054653
576	0.5579310465
577	0.557738604
578	0.5576424694
579	0.5573787232
580	0.5571335704
581	0.5570362642
582	0.5569016344
583	0.5568218153
584	0.5566465422
585	0.5565374453
586	0.5564509244
587	0.5562280704
588	0.556174973
589	0.5560177845
590	0.5558972112
591	0.5558308243
592	0.555737645
593	0.5556023973
594	0.5555274736
595	0.5554072895
596	0.5553218501
597	0.5552276361
598	0.5546710308
599	0.5545891161
600	0.5544343018
601	0.5543088433
602	0.5542196959
603	0.5541028064
604	0.5538892953
605	0.5537709065
606	0.5537151728
607	0.5535988931
608	0.5535514855
609	0.5534296713
610	0.5533653626
611	0.5533134103
612	0.5530826892
613	0.5530138453
614	0.5529008291
615	0.5527299767
616	0.5526280813
617	0.5525514084
618	0.5524970369
619	0.5524115153
620	0.552334976
621	0.5522596032
622	0.5521686971
623	0.5520101925
624	0.5518944209
625	0.5517147854
626	0.5516242533
627	0.5513026378
628	0.5511758847
629	0.5510169363
630	0.550928816
631	0.5508414672
632	0.5507376983
633	0.550682634
634	0.5506572742
635	0.5503435945
636	0.5503026693
637	0.5501781281
638	0.5500398282
639	0.549982049
640	0.5498415444
641	0.5497047389
642	0.5495914078
643	0.5494823064
644	0.5494234456
645	0.5492624892
646	0.5491485446
647	0.5490978087
648	0.5489709737
649	0.548715125
650	0.5486279005
651	0.5485652338
652	0.548478723
653	0.5484132548
654	0.5482825654
655	0.5482133386
656	0.5480985542
657	0.5480412383
658	0.5479597994
659	0.5478956119
660	0.5478355892
661	0.5477758717
662	0.5477086511
663	0.547644906
664	0.5474402694
665	0.5472669533
666	0.5470413587
667	0.5468047794
668	0.5467341605
669	0.5466803552
670	0.5466203491
671	0.546553921
672	0.5464631426
673	0.5462682808
674	0.5462131442
675	0.5461557685
676	0.546096091
677	0.5460405389
678	0.545958701
679	0.5452829591
680	0.5452180207
681	0.545104968
682	0.5450491371
683	0.5449473929
684	0.5448817295
685	0.5447645822
686	0.5446801686
687	0.5445630024
688	0.5443880618
689	0.5442680989
690	0.5442006179
691	0.5440886081
692	0.5440294641
693	0.5439741613
694	0.5438754913
695	0.5437806705
696	0.5437110693
697	0.5436430672
698	0.5436089828
699	0.5434851367
700	0.5434494232
701	0.5434129424
702	0.5433322179
703	0.543289771
704	0.5431969123
705	0.5430527284
706	0.5429699467
707	0.5427900555
708	0.5427224823
709	0.5426259749
710	0.5425363926
711	0.5422687405
712	0.542074668
713	0.5418940703
714	0.5417604435
715	0.5415640084
716	0.5412058979
717	0.5410024197
718	0.540925531
719	0.5408099621
720	0.5404649376
721	0.5402562475
722	0.5400895209
723	0.5400301399
724	0.5399171966
725	0.5398168024
726	0.5396752667
727	0.5394980597
728	0.539409592
729	0.5392951504
730	0.5391896691
731	0.5391088227
732	0.5390420636
733	0.5389579084
734	0.5388946604
735	0.5388055084
736	0.5387613917
737	0.5386320308
738	0.5381391024
739	0.538070666
740	0.5379446824
741	0.537746411
742	0.5377159669
743	0.5376155739
744	0.5375785573
745	0.5374973766
746	0.5374457935
747	0.5373760629
748	0.5372510544
749	0.5372003449
750	0.5371465462
751	0.5369079706
752	0.5368211711
753	0.5367168415
754	0.5366234339
755	0.5365336038
756	0.5364068396
757	0.5359851067
758	0.5359519095
759	0.5358450468
760	0.5358104812
761	0.53569036
762	0.535545135
763	0.5353570874
764	0.5352993553
765	0.5352186039
766	0.5352032267
767	0.5350835411
768	0.5350119857
769	0.5349400318
770	0.5348482106
771	0.5347443186
772	0.5346823511
773	0.53464823
774	0.5346068046
775	0.5344723464
776	0.5343495207
777	0.5343117981
778	0.5342116234
779	0.5341610362
780	0.5340942377
781	0.5338298862
782	0.533717132
783	0.5334537491
784	0.5333669118
785	0.5332782364
786	0.5331426639
787	0.5330676825
788	0.5330236332
789	0.5329127826
790	0.5328585473
791	0.5328212315
792	0.5326815637
793	0.5326571783
794	0.5325772552
795	0.5323368026
796	0.5322999952
797	0.5322716965
798	0.5321587325
799	0.5321182594
800	0.5320702722
801	0.532011664
802	0.5319352465
803	0.5318429055
804	0.5314803022
805	0.5311660548
806	0.5310469746
807	0.5309580555
808	0.530910212
809	0.5308494427
810	0.5307505711
811	0.5307166858
812	0.5306596727
813	0.5304594469
814	0.5303891606
815	0.5302354396
816	0.5301698705
817	0.5301115227
818	0.5300398972
819	0.5298821069
820	0.529798008
821	0.5297017234
822	0.5295662976
823	0.5295211052
824	0.5294764494
825	0.5294440571
826	0.5294150714
827	0.5293756247
828	0.5293164157
829	0.5291315303
830	0.5290558469
831	0.5290146235
832	0.5288690467
833	0.5287718997
834	0.5286838883
835	0.5286055952
836	0.5284979889
837	0.5284156057
838	0.5283672698
839	0.5283259145
840	0.5282939238
841	0.5282380779
842	0.5282183758
843	0.5281924375
844	0.5280997115
845	0.5280282996
846	0.5279742462
847	0.5278750175
848	0.5278239085
849	0.5276930052
850	0.5276264734
851	0.5275746751
852	0.5275336654
853	0.5274352265
854	0.5273456709
855	0.527237263
856	0.5270612415
857	0.5270213209
858	0.5269897854
859	0.5269597121
860	0.5268663222
861	0.5267886336
862	0.5267541991
863	0.5266628922
864	0.5266300496
865	0.5265980188
866	0.526573762
867	0.5265037967
868	0.5264144838
869	0.5261978668
870	0.526114747
871	0.526033187
872	0.5259562115
873	0.5258522356
874	0.5257663377
875	0.5256714273
876	0.525586749
877	0.5255319302
878	0.5254759313
879	0.5253548681
880	0.5253211163
881	0.5252656833
882	0.5250150938
883	0.524949781
884	0.5249321112
885	0.5248811191
886	0.5247924342
887	0.5247723652
888	0.5247209642
889	0.5245382012
890	0.524515062
891	0.524482932
892	0.5244437733
893	0.5244043867
894	0.5243787265
895	0.5243119575
896	0.524257619
897	0.5241821227
898	0.5240373461
899	0.5237634547
900	0.5237137759
901	0.5236779384
902	0.5235589622
903	0.5235292861
904	0.5234158056
905	0.5233674493
906	0.5232962351
907	0.5232640485
908	0.5232223412
909	0.5231004018
910	0.523009868
911	0.5229294339
912	0.5228534398
913	0.5227980468
914	0.5226872539
915	0.522658025
916	0.5226341854
917	0.5225751287
918	0.5225602361
919	0.5224361165
920	0.5223682486
921	0.5222916966
922	0.5222427294
923	0.5222005687
924	0.5221138508
925	0.5220663675
926	0.5219675385
927	0.5218657533
928	0.5217659246
929	0.5217067569
930	0.5216554114
931	0.521561907
932	0.5214909352
933	0.521365303
934	0.521217301
935	0.5211242766
936	0.5210704856
937	0.5209296447
938	0.5208703508
939	0.5207141387
940	0.5206496803
941	0.5206165766
942	0.5205635208
943	0.5205225888
944	0.5204080651
945	0.5203487136
946	0.5202520601
947	0.5202020303
948	0.5201458913
949	0.520109367
950	0.5199015778
951	0.5198648428
952	0.5198156747
953	0.5197387453
954	0.5196229396
955	0.5195933144
956	0.5194539608
957	0.5193866378
958	0.5192442614
959	0.5191524693
960	0.5191312706
961	0.5191073917
962	0.5190477637
963	0.518993843
964	0.5189402407
965	0.5188577271
966	0.5188130642
967	0.5187133717
968	0.5186479855
969	0.5186311879
970	0.5185801231
971	0.5185409095
972	0.518322725
973	0.5182378126
974	0.5180666643
975	0.5180270913
976	0.517929301
977	0.5177746119
978	0.5177385961
979	0.5177133222
980	0.5175990914
981	0.5174206101
982	0.5171735119
983	0.5170714067
984	0.5169614334
985	0.5168778797
986	0.5168532216
987	0.5168221929
988	0.5167821779
989	0.5166889586
990	0.5166203914
991	0.5165823427
992	0.5165199939
993	0.5163900867
994	0.5163481071
995	0.5162361624
996	0.5160910143
997	0.5160317624
998	0.5159611762
999	0.5158944583
